"","gene_ID","gene_symbol","annotation_ID","primary_FBgn"
"1","3771857","CG33651","CG33651","FBgn0053651"
"2","31514","CG11462","CG11462","FBgn0029815"
"3","318117","CG32613","CG32613","FBgn0052613"
"4","318966","CG31828","CG31828","FBgn0051828"
"5","5740557","CG34365","CG34365","FBgn0263980"
"6","317931","CG32233","CG32233","FBgn0052233"
"7","317831","CG32033","CG32033","FBgn0052033"
"8","50003","PQBP-1","CG31369","FBgn0266801"
"9","318678","CG31315","CG31315","FBgn0051315"
"10","5740629","CG34372","CG34372","FBgn0264339"
"11","318768","CG31498","CG31498","FBgn0264339"
"12","50146","CG15234","CG15234","FBgn0040673"
"13","260656","CG31771","CG31771","FBgn0028873"
"14","318802","CG31563","CG31563","FBgn0051563"
"15","39533","CG34400","CG34400","FBgn0264006"
"16","318984","CG31856","CG31856","FBgn0051856"
"17","49228","mod(mdg4)","CG32491-","FBgn0002781"
"18","319008","CG31894","CG31894","FBgn0051894"
"19","3885618","CG34016","CG34016","FBgn0054016"
"20","42038","CG10349","CG10349","FBgn0015350"
"21","318923","CG31736","CG31736","FBgn0051736"
"22","42504","slmb","CG3412","FBgn0283468"
"23","34892","CG3975","CG3975","FBgn0283467"
"24","36486","IM10","CG18279","FBgn0283462"
"25","38419","Drs","CG10810","FBgn0283461"
"26","44505","br","CG11491","FBgn0283451"
"27","35656","CG1707","CG1707","FBgn0283450"
"28","34884","vas","CG3506","FBgn0283442"
"29","41603","CG12360","CG12360","FBgn0283438"
"30","37044","proPO-A1","CG5779","FBgn0283437"
"31","33524","CG3523","CG3523","FBgn0283427"
"32","117294","Dsp1","CG12223","FBgn0278608"
"33","41180","dmt","CG8374","FBgn0278604"
"34","36547","Aats-phe","CG13348","FBgn0275436"
"35","42795","VAChT","CG32848","FBgn0270928"
"36","43746","CG2135","CG2135","FBgn0270927"
"37","2768965","asparagine-synthetase","CG33486","FBgn0270926"
"38","42387","CG4836","CG4836","FBgn0270925"
"39","34292","zf30C","CG3998","FBgn0270924"
"40","38845","CG32372","CG32372","FBgn0268063"
"41","35509","ap","CG8376","FBgn0267978"
"42","3355096","CG40042","CG40042","FBgn0267976"
"43","42306","vib","CG5269","FBgn0267975"
"44","33369","CG10908","CG10908","FBgn0267972"
"45","32739","CG8316","CG8316","FBgn0267967"
"46","8674098","CanA-14F","CG9819","FBgn0267912"
"47","45320","trol","CG33950","FBgn0267911"
"48","3354925","CG40196","CG40196","FBgn0267861"
"49","36173","Syx7","CG5081","FBgn0267849"
"50","44227","Fatp","CG7400","FBgn0267828"
"51","44831","L","CG10109","FBgn0267824"
"52","37638","Gmer","CG3495","FBgn0267823"
"53","34413","da","CG5102","FBgn0267821"
"54","39561","CG32138","CG32138","FBgn0267795"
"55","35843","rgr","CG8643","FBgn0267792"
"56","43862","bl","CG13425","FBgn0267791"
"57","41138","rump","CG9373","FBgn0267790"
"58","36284","CG8964","CG8964","FBgn0267728"
"59","34338","Pen","CG4799","FBgn0267727"
"60","44039","Pak","CG10295","FBgn0267698"
"61","34057","CG7196","CG7196","FBgn0267689"
"62","5740550","CG40948","CG40948","FBgn0267595"
"63","44071","Mcr","CG7586","FBgn0267488"
"64","38160","Ptp61F","CG9181","FBgn0267487"
"65","35091","CG7180","CG7180","FBgn0267486"
"66","43690","chp","CG1744","FBgn0267435"
"67","5740653","kl-3","CG17629","FBgn0267432"
"68","3354976","CG40467","CG40467","FBgn0267429"
"69","41894","CG18522","CG18522","FBgn0267408"
"70","42620","PyK","CG7070","FBgn0267385"
"71","44054","crl","CG4443","FBgn0267384"
"72","33402","l(2)s5379","CG7085","FBgn0267378"
"73","41309","SelR","CG6584","FBgn0267376"
"74","43343","CG5017","CG5017","FBgn0267366"
"75","34386","CG5385","CG5385","FBgn0267365"
"76","5740846","CG40625","CG40625","FBgn0267363"
"77","37188","Topors","CG15104","FBgn0267351"
"78","31247","CG10260","CG10260","FBgn0267350"
"79","39118","LanB2","CG3322","FBgn0267348"
"80","40879","rn","CG42277","FBgn0267337"
"81","41217","CG34360","CG34360","FBgn0267336"
"82","34427","KdelR","CG5183","FBgn0267330"
"83","3772154","CG6555","CG6555","FBgn0267327"
"84","34046","Ntl","CG7075","FBgn0267326"
"85","31896","CG32700","CG32700","FBgn0267253"
"86","45234","Ggamma30A","CG3694","FBgn0267252"
"87","32354","mamo","CG34346","FBgn0267033"
"88","36876","unc-104","CG8566","FBgn0267002"
"89","32183","Ten-a","CG42338","FBgn0267001"
"90","38367","CG32486","CG32486","FBgn0266918"
"91","42048","CG16941","CG16941","FBgn0266917"
"92","41014","Cenp-C","CG31258","FBgn0266916"
"93","33131","CG14614","CG14614","FBgn0266848"
"94","42929","CG6643","CG6643","FBgn0266758"
"95","3346167","btsz","CG33555","FBgn0266756"
"96","39769","CG5161","CG5161","FBgn0266724"
"97","41193","Snap24","CG9474","FBgn0266720"
"98","37237","Elongin-C","CG9291","FBgn0266711"
"99","39481","CG11253","CG11253","FBgn0266709"
"100","36733","CG8214","CG8214","FBgn0266708"
"101","2769004","CG33232","CG33232","FBgn0266696"
"102","38306","CG32306","CG32306","FBgn0266696"
"103","42499","sec15","CG7034","FBgn0266674"
"104","42863","sec10","CG6159","FBgn0266673"
"105","40712","sec8","CG2095","FBgn0266672"
"106","37142","sec6","CG5341","FBgn0266671"
"107","33563","sec5","CG8843","FBgn0266670"
"108","39940","sec3","CG3885","FBgn0266669"
"109","43163","exo84","CG6095","FBgn0266668"
"110","38959","exo70","CG7127","FBgn0266667"
"111","50428","CG13779","CG13779","FBgn0266666"
"112","41840","Hsc70-4","CG4264","FBgn0266599"
"113","38378","CG12079","CG12079","FBgn0266582"
"114","42595","pit","CG6375","FBgn0266581"
"115","35512","gp210","CG7897","FBgn0266580"
"116","5740503","CG34294","CG34294","FBgn0266579"
"117","326116","tau","CG31057","FBgn0266579"
"118","47141","Exp6","CG3923","FBgn0266572"
"119","31374","CG2982","CG2982","FBgn0266570"
"120","31054","su(w[a])","CG42259","FBgn0266569"
"121","41932","CG31291","CG31291","FBgn0266566"
"122","33185","kis","CG3696","FBgn0266557"
"123","33863","stai","CG31641","FBgn0266521"
"124","42064","GckIII","CG5169","FBgn0266465"
"125","41694","Nsf2","CG33101","FBgn0266464"
"126","41291","fau","CG6544","FBgn0266451"
"127","33861","Kr-h1","CG18783","FBgn0266450"
"128","33859","Kr-h2","CG9159","FBgn0266449"
"129","39645","CG6854","CG6854","FBgn0266441"
"130","37896","CG3419","CG3419","FBgn0266439"
"131","38371","CG14955","CG14955","FBgn0266437"
"132","32417","CG9517","CG9517","FBgn0266435"
"133","44126","AlstR","CG2872","FBgn0266429"
"134","32113","CG15220","CG15220","FBgn0266421"
"135","37090","Ote","CG5581","FBgn0266420"
"136","42676","CG6954","CG6954","FBgn0266418"
"137","39813","CG4893","CG4893","FBgn0266417"
"138","43580","sima","CG7951","FBgn0266411"
"139","50008","CG33937","CG33937","FBgn0266410"
"140","50060","CG17618","CG6982","FBgn0266409"
"141","50060","CG17618","CG17618","FBgn0266409"
"142","37741","Pde8","CG5411","FBgn0266377"
"143","32285","IP3K2","CG34359","FBgn0266375"
"144","32283","CG15745","CG15745","FBgn0266375"
"145","35362","Mtp","CG9342","FBgn0266369"
"146","40521","nAcRalpha-80B","CG12414","FBgn0266347"
"147","37479","CG17922","CG17922","FBgn0266346"
"148","31097","ns3","CG14788","FBgn0266284"
"149","42876","CG5524","CG5524","FBgn0266282"
"150","43757","ferrochelatase","CG2098","FBgn0266268"
"151","36015","CG1599","CG1599","FBgn0266186"
"152","43484","DopR2","CG18741","FBgn0266137"
"153","40153","CG42637","CG8742","FBgn0266136"
"154","38007","CG16778","CG16778","FBgn0266129"
"155","317833","CG32038","CG32038","FBgn0266124"
"156","39099","CG32043","CG32043","FBgn0266101"
"157","5740513","CG34420","CG34420","FBgn0266100"
"158","44531","rg","CG6775","FBgn0266098"
"159","39004","Fhos","CG32030","FBgn0266084"
"160","37874","CG3363","CG3363","FBgn0266083"
"161","41823","CG6904","CG6904","FBgn0266064"
"162","42058","Patr-1","CG5208","FBgn0266053"
"163","32136","CG32662","CG32662","FBgn0266019"
"164","326228","CG32663","CG32663","FBgn0266019"
"165","31424","CG4068","CG4068","FBgn0266000"
"166","43415","Doa","CG42320","FBgn0265998"
"167","36740","Zasp52","CG30084","FBgn0265991"
"168","38260","CG5691","CG5691","FBgn0265988"
"169","36614","ttv","CG10117","FBgn0265974"
"170","326171","CG31917","CG42373","FBgn0265968"
"171","40224","rdgC","CG6571","FBgn0265959"
"172","35596","coro","CG9446","FBgn0265935"
"173","32817","CrebB-17A","CG6103","FBgn0265784"
"174","33881","Gef26","CG9491","FBgn0265778"
"175","3354992","CG2893","CG2893","FBgn0265767"
"176","318129","CG32628","CG32628","FBgn0265726"
"177","32329","CG32627","CG32627","FBgn0265726"
"178","32273","sno","CG1903","FBgn0265630"
"179","37150","CG15086","CG15086","FBgn0265625"
"180","36432","Su(z)2","CG3905","FBgn0265623"
"181","42457","Pros28.1A","CG17268","FBgn0265606"
"182","36776","Ric","CG8418","FBgn0265605"
"183","32846","Bx","CG6500","FBgn0265598"
"184","32253","CG42629","CG18646","FBgn0265597"
"185","31340","yin","CG2913","FBgn0265575"
"186","38062","CG6905","CG6905","FBgn0265574"
"187","32225","Smr","CG4013","FBgn0265523"
"188","36072","CG12214","CG12214","FBgn0265512"
"189","36945","mbl","CG33197","FBgn0265487"
"190","31746","Traf6","CG10961","FBgn0265464"
"191","38001","zip","CG15792","FBgn0265434"
"192","32303","CG32635","CG32635","FBgn0265416"
"193","32306","CG15753","CG15753","FBgn0265416"
"194","31831","CG7267","CG7267","FBgn0265413"
"195","37190","abba","CG15105","FBgn0265356"
"196","40981","Gfr","CG9620","FBgn0265351"
"197","53444","SC35","CG5442","FBgn0265298"
"198","37070","pAbp","CG5119","FBgn0265297"
"199","38788","CG42256","CG42256","FBgn0265296"
"200","41423","l(3)neo38","CG6930","FBgn0265276"
"201","44266","inx3","CG1448","FBgn0265274"
"202","41412","CG14717","CG14717","FBgn0265271"
"203","32708","CG18258","CG18258","FBgn0265267"
"204","45668","Vha68-1","CG12403","FBgn0265262"
"205","36694","CG34123","CG34123","FBgn0265194"
"206","37978","Atf-2","CG30420","FBgn0265193"
"207","37419","Glycogenin","CG9480","FBgn0265191"
"208","42979","CG31120","CG31120","FBgn0265189"
"209","36429","CG3884","CG3884","FBgn0265185"
"210","37511","CG42257","CG42257","FBgn0265184"
"211","36795","CG8446","CG8446","FBgn0265177"
"212","44057","veg","CG6657","FBgn0265174"
"213","3772109","Neu3","CG7649","FBgn0265140"
"214","49805","Spn4","CG9453","FBgn0265137"
"215","38957","Oseg1","CG7161","FBgn0265102"
"216","40982","Sgt1","CG9617","FBgn0265101"
"217","38923","eIF4E-3","CG8023","FBgn0265089"
"218","40608","Cdep","CG31536","FBgn0265082"
"219","5740275","CG34306","CG34306","FBgn0265082"
"220","37743","CG5431","CG5431","FBgn0265052"
"221","37745","CG11293","CG11293","FBgn0265052"
"222","41921","CG31150","CG31150","FBgn0265048"
"223","36753","Strn-Mlck","CG18255","FBgn0265045"
"224","42742","Ir","CG6747","FBgn0265042"
"225","48441","CG3287","CG3287","FBgn0265003"
"226","33405","CG4267","CG4267","FBgn0264979"
"227","33434","Slh","CG3539","FBgn0264978"
"228","31792","Nrg","CG1634","FBgn0264975"
"229","35524","Src42A","CG7873","FBgn0264959"
"230","34112","CG8486","CG8486","FBgn0264953"
"231","33981","smt3","CG4494","FBgn0264922"
"232","39730","pHCl","CG33989","FBgn0264908"
"233","40590","CG31530","CG31530","FBgn0264907"
"234","34032","Rapgap1","CG34374","FBgn0264895"
"235","34732","CG6043","CG6043","FBgn0264894"
"236","33211","alpha-Adaptin","CG4260","FBgn0264855"
"237","44118","vih","CG10682","FBgn0264848"
"238","42215","koko","CG31232","FBgn0264816"
"239","40633","Hph","CG31543","FBgn0264785"
"240","37219","Rgk1","CG9811","FBgn0264753"
"241","34594","Pde1c","CG42325","FBgn0264750"
"242","5740769","CG34252","CG34252","FBgn0264746"
"243","33536","CG34406","CG34406","FBgn0264744"
"244","3885607","CG33995","CG31919","FBgn0264742"
"245","326173","CG31919","CG31919","FBgn0264742"
"246","42827","CG13602","CG13602","FBgn0264741"
"247","32689","CG12433","CG12433","FBgn0264738"
"248","40647","CG1172","CG1172","FBgn0264712"
"249","2768995","CG33291","CG33291","FBgn0264711"
"250","38051","RhoGEF3","CG42378","FBgn0264707"
"251","35007","Mhc","CG17927","FBgn0264695"
"252","41365","CG6719","CG6719","FBgn0264694"
"253","38491","ens","CG14998","FBgn0264693"
"254","31903","CG3004","CG3004","FBgn0264691"
"255","33424","CG9867","CG9867","FBgn0264672"
"256","43828","CaMKII","CG18069","FBgn0264607"
"257","38337","CG12187","CG12187","FBgn0264606"
"258","31225","PsGEF","CG14045","FBgn0264598"
"259","38110","CG13908","CG13908","FBgn0264574"
"260","38109","Glut1","CG1086","FBgn0264574"
"261","31162","Hr4","CG16902","FBgn0264562"
"262","40382","CG33214","CG33214","FBgn0264561"
"263","36337","garz","CG8487","FBgn0264560"
"264","40793","gpp","CG10272","FBgn0264495"
"265","33354","CG17646","CG17646","FBgn0264494"
"266","41704","rdx","CG12537","FBgn0264493"
"267","48448","CkIIalpha","CG17520","FBgn0264492"
"268","42596","how","CG10293","FBgn0264491"
"269","44936","Eip93F","CG18389","FBgn0264490"
"270","39153","CG33205","CG33205","FBgn0264489"
"271","39360","CG6947","CG6947","FBgn0264488"
"272","31031","CG42248","CG42248","FBgn0264449"
"273","34560","ab","CG4807","FBgn0264442"
"274","32435","CG9053","CG9053","FBgn0264389"
"275","42515","SNF4Agamma","CG17299","FBgn0264357"
"276","37712","CG5357","CG5357","FBgn0264339"
"277","42758","DNApol-epsilon","CG6768","FBgn0264326"
"278","42850","Atg6","CG5429","FBgn0264325"
"279","39019","orb2","CG5735","FBgn0264307"
"280","39018","CG5741","CG5741","FBgn0264305"
"281","38810","CG8600","CG8600","FBgn0264302"
"282","37863","CG13569","CG13569","FBgn0264298"
"283","33617","CG10039","CG10039","FBgn0264296"
"284","35688","Cyt-b5","CG2140","FBgn0264294"
"285","42077","Det","CG12265","FBgn0264291"
"286","246538","CG33960","CG33960","FBgn0264273"
"287","3772180","Sxl","CG18350","FBgn0264270"
"288","3772180","Sxl","CG14425","FBgn0264270"
"289","32619","para","CG9907","FBgn0264255"
"290","32889","CG32541","CG32541","FBgn0264090"
"291","36746","sli","CG8355","FBgn0264089"
"292","34039","Slob","CG6772","FBgn0264087"
"293","319026","CG31920","CG31920","FBgn0264086"
"294","3885609","CG33992","CG33992","FBgn0264086"
"295","32425","Flo-2","CG32593","FBgn0264078"
"296","41084","tgo","CG11987","FBgn0264075"
"297","42110","Hmx","CG34419","FBgn0264005"
"298","38297","CG13802","CG13802","FBgn0264002"
"299","38297","CG13802","CG13803","FBgn0264002"
"300","39527","bru-3","CG12478","FBgn0264001"
"301","44484","Glu-RIB","CG4481","FBgn0264000"
"302","36442","PR2","CG3969","FBgn0263998"
"303","318828","CG33007","CG33007","FBgn0263998"
"304","45840","cpo","CG31243","FBgn0263995"
"305","45840","cpo","CG42457","FBgn0263995"
"306","3771905","CG33691","CG33692","FBgn0263993"
"307","3771905","CG33691","CG33691","FBgn0263993"
"308","38020","CG7051","CG7051","FBgn0263988"
"309","31459","yu","CG3249","FBgn0263987"
"310","36712","CG8179","CG34318","FBgn0263980"
"311","5740318","CG34318","CG34318","FBgn0263980"
"312","36712","CG8179","CG8179","FBgn0263980"
"313","41836","Caf1","CG4236","FBgn0263979"
"314","3355107","CG40451","CG40451","FBgn0263977"
"315","42236","CG14303","CG14303","FBgn0263974"
"316","31625","Smg1","CG32743","FBgn0263968"
"317","53557","esn","CG12833","FBgn0263934"
"318","33212","ebi","CG4063","FBgn0263933"
"319","39013","dally","CG4974","FBgn0263930"
"320","41788","CG3563","CG3563","FBgn0263929"
"321","33921","Ent2","CG31911","FBgn0263916"
"322","40390","CG7181","CG7181","FBgn0263911"
"323","35277","sick","CG34343","FBgn0263873"
"324","36914","Ark","CG6829","FBgn0263864"
"325","42671","mRpL45","CG6949","FBgn0263863"
"326","35522","BubR1","CG7838","FBgn0263855"
"327","34159","CG13393","CG13393","FBgn0263852"
"328","38478","Rcd5","CG1135","FBgn0263832"
"329","38594","Gen","CG10670","FBgn0263831"
"330","3355162","CG40486","CG40486","FBgn0263830"
"331","5740122","CG34334","CG34334","FBgn0263829"
"332","42803","Hmgcr","CG10367","FBgn0263782"
"333","39231","CG6327","CG6327","FBgn0263776"
"334","5740477","CG34239","CG34239","FBgn0263776"
"335","44380","fok","CG10746","FBgn0263773"
"336","326128","Rpb4","CG33520","FBgn0263757"
"337","41114","CG33936","CG33936","FBgn0263750"
"338","318938","CG31782","CG31782","FBgn0263746"
"339","41843","Su(var)3-9","CG6476","FBgn0263740"
"340","32028","Myo10A","CG2174","FBgn0263705"
"341","37795","CG5591","CG5591","FBgn0263667"
"342","317887","CG32155","CG32155","FBgn0263607"
"343","39774","CG5018","CG5018","FBgn0263605"
"344","39764","Zn72D","CG5215","FBgn0263603"
"345","39757","Taspase1","CG5241","FBgn0263602"
"346","39750","mib1","CG5841","FBgn0263601"
"347","39746","DNApol-delta","CG5949","FBgn0263600"
"348","39737","CG5931","CG5931","FBgn0263599"
"349","45012","Vha68-2","CG3762","FBgn0263598"
"350","44933","Acp98AB","CG31056","FBgn0263597"
"351","40559","growl","CG14648","FBgn0263594"
"352","35790","CG8709","CG8709","FBgn0263593"
"353","31469","Vsx2","CG33980","FBgn0263512"
"354","31470","Vsx1","CG4136","FBgn0263511"
"355","36150","CG6751","CG6751","FBgn0263510"
"356","2768685","mld","CG34100","FBgn0263490"
"357","39053","CG4641","CG4641","FBgn0263456"
"358","42894","CG6364","CG6364","FBgn0263398"
"359","36589","Ih","CG8585","FBgn0263397"
"360","41666","sqd","CG16901","FBgn0263396"
"361","37203","hppy","CG7097","FBgn0263395"
"362","38347","CG2083","CG2083","FBgn0263392"
"363","37230","hts","CG9325","FBgn0263391"
"364","42710","Nha2","CG31052","FBgn0263390"
"365","35314","CG31688","CG31688","FBgn0263355"
"366","50472","CG11019","CG11019","FBgn0263355"
"367","318979","CG31846","CG31846","FBgn0263354"
"368","326165","CG31847","CG31847","FBgn0263354"
"369","318799","CG31555","CG31555","FBgn0263353"
"370","38963","Unr","CG7015","FBgn0263352"
"371","42642","AP-50","CG7057","FBgn0263351"
"372","40585","CG31534","CG31534","FBgn0263346"
"373","40583","CG31531","CG31531","FBgn0263346"
"374","41387","CG14709","CG14709","FBgn0263316"
"375","44448","scrib","CG5462","FBgn0263289"
"376","33897","CG9523","CG9523","FBgn0263278"
"377","36046","CG12918","CG12918","FBgn0263260"
"378","32748","CG32556","CG32556","FBgn0263258"
"379","32469","CG18210","CG18210","FBgn0263257"
"380","32468","cngl","CG9176","FBgn0263257"
"381","318843","CG31607","CG31607","FBgn0263256"
"382","39175","Ard1","CG11989","FBgn0263251"
"383","39238","Mocs1","CG33048","FBgn0263241"
"384","35677","CG1621","CG1621","FBgn0263240"
"385","38436","CG12029","CG12029","FBgn0263239"
"386","31441","Cdk7","CG3319","FBgn0263237"
"387","53473","SP1029","CG11956","FBgn0263236"
"388","34637","CG16996","CG16996","FBgn0263234"
"389","45826","bel","CG9748","FBgn0263231"
"390","31955","Hk","CG32688","FBgn0263220"
"391","2769008","CG42330","CG42330","FBgn0263219"
"392","31930","CG15251","CG15251","FBgn0263216"
"393","33935","CG9232","CG9232","FBgn0263200"
"394","39031","CG5288","CG5288","FBgn0263199"
"395","35173","hkl","CG10473","FBgn0263198"
"396","36978","ssp4","CG33130","FBgn0263197"
"397","35552","bin3","CG8276","FBgn0263144"
"398","42695","CG4771","CG4771","FBgn0263143"
"399","34004","CG4567","CG4567","FBgn0263133"
"400","45780","Prosalpha1","CG18495","FBgn0263121"
"401","46068","l(2)44DEa","CG8732","FBgn0263120"
"402","43190","dei","CG5441","FBgn0263118"
"403","37191","5-HT1B","CG15113","FBgn0263116"
"404","36983","CG18631","CG18631","FBgn0263113"
"405","3885647","Mitf","CG17469","FBgn0263112"
"406","32158","cac","CG1522","FBgn0263111"
"407","38512","CG1332","CG1332","FBgn0263110"
"408","35519","CG14470","CG14470","FBgn0263109"
"409","38377","CG14956","CG14956","FBgn0263108"
"410","38376","BtbVII","CG11494","FBgn0263108"
"411","38643","DnaJ-1","CG10578","FBgn0263106"
"412","36118","psq","CG2368","FBgn0263102"
"413","317825","CG32021","CG32021","FBgn0263093"
"414","35117","CG31790","CG31790","FBgn0263079"
"415","35698","CG30494","CG30494","FBgn0263077"
"416","35699","CG30492","CG30492","FBgn0263077"
"417","31992","CG15295","CG15295","FBgn0263072"
"418","31991","CG9817","CG9817","FBgn0263072"
"419","35387","CG9243","CG9243","FBgn0263051"
"420","42624","CG31169","CG31169","FBgn0263047"
"421","34830","CG32972","CG32972","FBgn0263038"
"422","246515","CG30217","CG30217","FBgn0263031"
"423","33984","CG13776","CG13776","FBgn0263027"
"424","49297","Ca-P60A","CG3725","FBgn0263006"
"425","32259","CG4351","CG4351","FBgn0263005"
"426","318164","CG32711","CG32711","FBgn0262976"
"427","42743","cnc","CG17894","FBgn0262975"
"428","50063","CG13826","CG13826","FBgn0262975"
"429","41721","RpII140","CG3180","FBgn0262955"
"430","5740790","CG34186","CG34186","FBgn0262954"
"431","38144","CG9139","CG9139","FBgn0262937"
"432","45683","milt","CG13777","FBgn0262872"
"433","42089","CG5319","CG5319","FBgn0262871"
"434","4379858","CG34118","CG34118","FBgn0262869"
"435","35546","Ptr","CG11212","FBgn0262867"
"436","33139","S6kII","CG17596","FBgn0262866"
"437","40815","Spase18-21","CG2358","FBgn0262801"
"438","34414","CG5362","CG5362","FBgn0262782"
"439","35336","Fs(2)Ket","CG2637","FBgn0262743"
"440","42025","Fas1","CG6588","FBgn0262742"
"441","32088","CG11727","CG11727","FBgn0262740"
"442","36544","AGO1","CG6671","FBgn0262739"
"443","31376","norpA","CG3620","FBgn0262738"
"444","40436","mub","CG7437","FBgn0262737"
"445","44307","Vha16","CG3161","FBgn0262736"
"446","32009","Imp","CG1691","FBgn0262735"
"447","49809","Rbp2","CG4429","FBgn0262734"
"448","48973","Src64B","CG7524","FBgn0262733"
"449","39842","mbf1","CG4143","FBgn0262732"
"450","31555","CG14446","CG14446","FBgn0262730"
"451","37746","Pal","CG5472","FBgn0262728"
"452","3772216","CG18431","CG18431","FBgn0262720"
"453","3772216","CG18431","CG4844","FBgn0262720"
"454","38967","CG6902","CG6902","FBgn0262719"
"455","3772559","CG14681","CG14681","FBgn0262717"
"456","3772559","CG14681","CG33676","FBgn0262717"
"457","38898","Arp66B","CG7558","FBgn0262716"
"458","39455","CG11006","CG11006","FBgn0262714"
"459","45922","rap","CG3000","FBgn0262699"
"460","32092","CG1756","CG1756","FBgn0262685"
"461","31310","dm","CG10798","FBgn0262656"
"462","34549","Nup160","CG4738","FBgn0262647"
"463","43789","CG2052","CG2052","FBgn0262636"
"464","38251","CG12026","CG12026","FBgn0262624"
"465","37791","CG5602","CG5602","FBgn0262619"
"466","41256","CG11870","CG11870","FBgn0262617"
"467","41062","pyd","CG31349","FBgn0262614"
"468","34426","SmB","CG5352","FBgn0262601"
"469","34502","CG17086","CG17086","FBgn0262599"
"470","34141","CG7795","CG7795","FBgn0262598"
"471","38352","Shab","CG1066","FBgn0262593"
"472","53560","cic","CG5067","FBgn0262582"
"473","38895","Ect4","CG34373","FBgn0262579"
"474","36831","l(2)k07824","CG7989","FBgn0262560"
"475","42185","CG7998","CG7998","FBgn0262559"
"476","41911","CG4699","CG4699","FBgn0262527"
"477","40170","Mi-2","CG8103","FBgn0262519"
"478","40168","Rab8","CG8287","FBgn0262518"
"479","40127","CG32210","CG32210","FBgn0262517"
"480","40152","trpml","CG8743","FBgn0262516"
"481","35944","CG8029","CG8029","FBgn0262515"
"482","36731","Vha14","CG8210","FBgn0262512"
"483","36826","Vha44","CG8048","FBgn0262511"
"484","40515","nrm","CG8779","FBgn0262509"
"485","38981","CG32352","CG32352","FBgn0262508"
"486","326210","CG32355","CG32355","FBgn0262508"
"487","41880","CG31302","CG31302","FBgn0262483"
"488","318259","CG32937","CG32937","FBgn0262477"
"489","41182","CG16899","CG16899","FBgn0262477"
"490","37129","CG5226","CG5226","FBgn0262476"
"491","250811","bru-2","CG31761","FBgn0262475"
"492","43222","Tl","CG5490","FBgn0262473"
"493","33711","CG8885","CG8885","FBgn0262467"
"494","36048","CG2264","CG2264","FBgn0262169"
"495","42927","ana1","CG6631","FBgn0262167"
"496","36794","CG8445","CG8445","FBgn0262166"
"497","34701","CG9932","CG9932","FBgn0262160"
"498","38065","trh","CG6883","FBgn0262139"
"499","41783","CG33967","CG33967","FBgn0262127"
"500","33409","CG10882","CG10882","FBgn0262126"
"501","40694","sec23","CG1250","FBgn0262125"
"502","5740691","CG41265","CG41265","FBgn0262123"
"503","3355010","CG17665","CG17665","FBgn0262117"
"504","3355016","CG40127","CG40127","FBgn0262116"
"505","3355011","CG17683","CG17683","FBgn0262115"
"506","36102","RanBPM","CG42236","FBgn0262114"
"507","32718","f","CG5424","FBgn0262111"
"508","38038","CG16971","CG16971","FBgn0262109"
"509","37154","CG18604","CG18604","FBgn0262103"
"510","37152","CG15072","CG15072","FBgn0262103"
"511","41398","Csk","CG42317","FBgn0262081"
"512","40234","CG6680","CG6680","FBgn0262057"
"513","34179","d","CG10595","FBgn0262029"
"514","42763","CG6784","CG6784","FBgn0262009"
"515","39179","CG6640","CG6640","FBgn0262007"
"516","3885578","CG34053","CG34053","FBgn0262005"
"517","34161","CG13394","CG13394","FBgn0262001"
"518","43276","CG31063","CG31063","FBgn0261995"
"519","36511","CG13335","CG13335","FBgn0261990"
"520","49045","Gprk2","CG17998","FBgn0261988"
"521","43096","CG5053","CG5053","FBgn0261986"
"522","38059","Ptpmeg","CG1228","FBgn0261985"
"523","34543","l(2)gd1","CG4713","FBgn0261983"
"524","33641","Psf2","CG18013","FBgn0261976"
"525","33770","mid","CG6634","FBgn0261963"
"526","31579","kdn","CG3861","FBgn0261955"
"527","46006","east","CG4399","FBgn0261954"
"528","40398","AP-2","CG7807","FBgn0261953"
"529","33285","CG4644","CG4644","FBgn0261938"
"530","38747","dikar","CG32393","FBgn0261934"
"531","326213","CG32394","CG32394","FBgn0261934"
"532","44668","snRNP69D","CG10753","FBgn0261933"
"533","31905","CG3003","CG3003","FBgn0261931"
"534","31003","vnd","CG6172","FBgn0261930"
"535","42130","osa","CG7467","FBgn0261885"
"536","34874","CG4140","CG4140","FBgn0261881"
"537","44861","sdt","CG32717","FBgn0261873"
"538","3346235","scaf6","CG33522","FBgn0261872"
"539","3346227","dpr2","CG33507","FBgn0261871"
"540","36109","CPTI","CG12891","FBgn0261862"
"541","41817","CG31304","CG31304","FBgn0261859"
"542","47594","aPKC","CG10261","FBgn0261854"
"543","37414","Xpd","CG9433","FBgn0261850"
"544","3771968","Msp-300","CG33715","FBgn0261836"
"545","36612","Asx","CG8787","FBgn0261823"
"546","318841","Bsg","CG31605","FBgn0261822"
"547","41339","nocturnin","CG31299","FBgn0261808"
"548","35090","CG42400","CG42400","FBgn0261804"
"549","35094","CG31786","CG31786","FBgn0261804"
"550","31438","CG15786","CG15786","FBgn0261803"
"551","35442","CG6448","CG6448","FBgn0261802"
"552","34068","LanB1","CG7123","FBgn0261800"
"553","39831","CG32159","CG32159","FBgn0261799"
"554","38580","Dhc64C","CG7507","FBgn0261797"
"555","37800","CG5594","CG5594","FBgn0261794"
"556","31773","Trf2","CG18009","FBgn0261793"
"557","42274","snRNP-U1","CG5454","FBgn0261792"
