"","gene_ID","gene_symbol","annotation_ID","primary_FBgn"
"5691","36550","CG6701","CG6701","FBgn0033889"
"5692","36549","CG18568","CG18568","FBgn0033888"
"5693","36545","CG13349","CG13349","FBgn0033886"
"5694","36543","DJ-1alpha","CG6646","FBgn0033885"
"5695","36541","CG13344","CG13344","FBgn0033884"
"5696","36540","CG16935","CG16935","FBgn0033883"
"5697","36536","CG6543","CG6543","FBgn0033879"
"5698","36533","synaptogyrin","CG10808","FBgn0033876"
"5699","36532","CG6357","CG6357","FBgn0033875"
"5700","36531","CG6347","CG6347","FBgn0033874"
"5701","36530","CG6337","CG6337","FBgn0033873"
"5702","36529","CG6329","CG6329","FBgn0033872"
"5703","36528","CG13339","CG13339","FBgn0033871"
"5704","36525","Cpr50Cb","CG6305","FBgn0033869"
"5705","36524","CG13340","CG13340","FBgn0033868"
"5706","36523","Cpr50Ca","CG13338","FBgn0033867"
"5707","36520","CG6220","CG6220","FBgn0033865"
"5708","36518","CG13337","CG13337","FBgn0033863"
"5709","36517","CG6209","CG6209","FBgn0033862"
"5710","36516","CG12464","CG12464","FBgn0033861"
"5711","36515","CG18369","CG18369","FBgn0033860"
"5712","36514","CG6197","CG6197","FBgn0033859"
"5713","36510","CG13334","CG13334","FBgn0033856"
"5714","36509","CG13333","CG13333","FBgn0033855"
"5715","36506","CG6145","CG6145","FBgn0033853"
"5716","36501","CG13330","CG13330","FBgn0033848"
"5717","36499","mip120","CG6061","FBgn0033846"
"5718","36498","mars","CG17064","FBgn0033845"
"5719","36496","bbc","CG6016","FBgn0033844"
"5720","36494","cbc","CG5970","FBgn0033842"
"5721","36487","CG18278","CG18278","FBgn0033836"
"5722","36485","CG4744","CG4744","FBgn0033834"
"5723","36481","CG10814","CG10814","FBgn0033830"
"5724","36478","CG17047","CG17047","FBgn0033827"
"5725","36477","CG4734","CG4734","FBgn0033826"
"5726","36472","CG10799","CG10799","FBgn0033821"
"5727","36471","CG4716","CG4716","FBgn0033820"
"5728","36470","CG4714","CG4714","FBgn0033819"
"5729","36469","CG4712","CG4712","FBgn0033818"
"5730","36467","CG4688","CG4688","FBgn0033817"
"5731","36466","CG4679","CG4679","FBgn0033816"
"5732","36464","CG4670","CG4670","FBgn0033814"
"5733","36462","CG4663","CG4663","FBgn0033812"
"5734","36459","CG4646","CG4646","FBgn0033810"
"5735","36458","CG4630","CG4630","FBgn0033809"
"5736","36457","CG4627","CG4627","FBgn0033808"
"5737","36456","AQP","CG12251","FBgn0033807"
"5738","36455","CG4616","CG4616","FBgn0033806"
"5739","246682","CG17724","CG17724","FBgn0033802"
"5740","36447","GLaz","CG4604","FBgn0033799"
"5741","36439","CG13326","CG13326","FBgn0033794"
"5742","36438","CG3955","CG3955","FBgn0033793"
"5743","36437","CG13325","CG13325","FBgn0033792"
"5744","36436","Drl-2","CG3915","FBgn0033791"
"5745","36434","CG13324","CG13324","FBgn0033789"
"5746","36433","CG13323","CG13323","FBgn0033788"
"5747","36430","CG13321","CG13321","FBgn0033787"
"5748","36427","Sans","CG13320","FBgn0033785"
"5749","36426","CG13322","CG13322","FBgn0033784"
"5750","36425","CG17019","CG17019","FBgn0033783"
"5751","36424","sug","CG3850","FBgn0033782"
"5752","36423","CG13319","CG13319","FBgn0033781"
"5753","36417","CG3790","CG3790","FBgn0033778"
"5754","36415","CG17574","CG17574","FBgn0033777"
"5755","36410","CG12374","CG12374","FBgn0033774"
"5756","36401","CG12442","CG12442","FBgn0033770"
"5757","36400","CG8768","CG8768","FBgn0033769"
"5758","36398","CG13148","CG13148","FBgn0033767"
"5759","36393","CG8632","CG8632","FBgn0033762"
"5760","36392","CG8778","CG8778","FBgn0033761"
"5761","36391","CG8785","CG8785","FBgn0033760"
"5762","36386","muskelin","CG8811","FBgn0033757"
"5763","36385","CG17760","CG17760","FBgn0033756"
"5764","36381","CG8594","CG8594","FBgn0033755"
"5765","36379","Ak6","CG8816","FBgn0033754"
"5766","36378","Cyp301a1","CG8587","FBgn0033753"
"5767","36376","CG8569","CG8569","FBgn0033752"
"5768","36375","CG8818","CG8818","FBgn0033751"
"5769","36374","CG13151","CG13151","FBgn0033750"
"5770","36373","achi","CG8819","FBgn0033749"
"5771","36372","vis","CG8821","FBgn0033748"
"5772","36368","CG12370","CG12370","FBgn0033744"
"5773","36365","CG8545","CG8545","FBgn0033741"
"5774","36364","dgt5","CG8828","FBgn0033740"
"5775","36362","Dyb","CG8529","FBgn0033739"
"5776","36361","CG8830","CG8830","FBgn0033738"
"5777","36360","CG8831","CG8831","FBgn0033737"
"5778","36359","CG13154","CG13154","FBgn0033736"
"5779","36358","CG8525","CG8525","FBgn0033735"
"5780","36357","CG8520","CG8520","FBgn0033734"
"5781","36353","Cpr49Ag","CG8511","FBgn0033730"
"5782","36351","Cpr49Ae","CG8505","FBgn0033728"
"5783","36348","Cpr49Ac","CG8502","FBgn0033725"
"5784","36347","CG8501","CG8501","FBgn0033724"
"5785","36344","CG13159","CG13159","FBgn0033721"
"5786","36343","CG13160","CG13160","FBgn0033720"
"5787","36340","CG8839","CG8839","FBgn0033717"
"5788","36339","Den1","CG8493","FBgn0033716"
"5789","36338","CG8490","CG8490","FBgn0033715"
"5790","36336","CG8841","CG8841","FBgn0033713"
"5791","36335","CG13163","CG13163","FBgn0033712"
"5792","36333","CG17739","CG17739","FBgn0033710"
"5793","36331","CG8850","CG8850","FBgn0033708"
"5794","36328","CG13167","CG13167","FBgn0033706"
"5795","36327","CG13168","CG13168","FBgn0033705"
"5796","36324","CG8854","CG8854","FBgn0033702"
"5797","36321","RpS11","CG8857","FBgn0033699"
"5798","36319","CG8858","CG8858","FBgn0033698"
"5799","3772719","CG33964","CG13175","FBgn0033693"
"5800","36311","wash","CG13176","FBgn0033692"
"5801","36310","CG8860","CG8860","FBgn0033691"
"5802","36309","EndoG","CG8862","FBgn0033690"
"5803","36304","Prp8","CG8877","FBgn0033688"
"5804","36303","CG8407","CG8407","FBgn0033687"
"5805","36301","Pimet","CG12367","FBgn0033686"
"5806","36297","CG18343","CG18343","FBgn0033683"
"5807","36294","CG13186","CG13186","FBgn0033680"
"5808","36293","CG8888","CG8888","FBgn0033679"
"5809","36287","CG8321","CG8321","FBgn0033677"
"5810","36282","CG8298","CG8298","FBgn0033673"
"5811","36281","rho-7","CG8972","FBgn0033672"
"5812","36277","CG8979","CG8979","FBgn0033669"
"5813","36276","CG13188","CG13188","FBgn0033668"
"5814","36275","CG13183","CG13183","FBgn0033667"
"5815","36273","CG13189","CG13189","FBgn0033665"
"5816","36270","ERp60","CG8983","FBgn0033663"
"5817","36268","CG13185","CG13185","FBgn0033661"
"5818","36266","Damm","CG18188","FBgn0033659"
"5819","36265","TwdlBeta","CG8986","FBgn0033658"
"5820","36263","Sln","CG8271","FBgn0033657"
"5821","36262","S2P","CG8988","FBgn0033656"
"5822","36260","Sobp","CG8991","FBgn0033654"
"5823","36258","ths","CG12443","FBgn0033652"
"5824","36255","pyr","CG13194","FBgn0033649"
"5825","36250","CG13196","CG13196","FBgn0033645"
"5826","36249","CG8234","CG8234","FBgn0033644"
"5827","36244","CG9003","CG9003","FBgn0033639"
"5828","36243","CG9005","CG9005","FBgn0033638"
"5829","36241","tou","CG10897","FBgn0033636"
"5830","36237","CG7777","CG7777","FBgn0033635"
"5831","36234","CG7759","CG7759","FBgn0033633"
"5832","36232","CG9027","CG9027","FBgn0033631"
"5833","36229","CG13203","CG13203","FBgn0033628"
"5834","36227","CG13204","CG13204","FBgn0033627"
"5835","36224","CG12384","CG12384","FBgn0033624"
"5836","36222","CG13202","CG13202","FBgn0033623"
"5837","36210","CG7745","CG7745","FBgn0033616"
"5838","36208","CG7741","CG7741","FBgn0033615"
"5839","36202","CG18335","CG18335","FBgn0033610"
"5840","36201","fbl6","CG13213","FBgn0033609"
"5841","36200","CG13220","CG13220","FBgn0033608"
"5842","36199","CG9062","CG9062","FBgn0033607"
"5843","36197","CG9067","CG9067","FBgn0033605"
"5844","36193","Cpr47Ee","CG13222","FBgn0033602"
"5845","36189","Cpr47Eb","CG13224","FBgn0033598"
"5846","36183","CG9080","CG9080","FBgn0033593"
"5847","36181","CG13216","CG13216","FBgn0033591"
"5848","36180","CG13217","CG13217","FBgn0033590"
"5849","36174","CG7737","CG7737","FBgn0033584"
"5850","36172","CG9084","CG9084","FBgn0033582"
"5851","36170","CG12391","CG12391","FBgn0033581"
"5852","36168","CG13229","CG13229","FBgn0033579"
"5853","36163","CG7722","CG7722","FBgn0033574"
"5854","36161","CG12943","CG12943","FBgn0033572"
"5855","36160","Rpb5","CG11979","FBgn0033571"
"5856","36159","CG7712","CG7712","FBgn0033570"
"5857","36158","CG12942","CG12942","FBgn0033569"
"5858","36154","CG18004","CG18004","FBgn0033566"
"5859","3772165","CG11919","CG11919","FBgn0033564"
"5860","36145","CG12344","CG12344","FBgn0033558"
"5861","36144","CG12325","CG12325","FBgn0033557"
"5862","36143","CG12343","CG12343","FBgn0033556"
"5863","36142","RpS15Ab","CG12324","FBgn0033555"
"5864","36138","CG7222","CG7222","FBgn0033551"
"5865","36137","CG12341","CG12341","FBgn0033550"
"5866","36136","mms4","CG12936","FBgn0033549"
"5867","36135","CG7637","CG7637","FBgn0033548"
"5868","36134","CG12935","CG12935","FBgn0033547"
"5869","36129","CG7220","CG7220","FBgn0033544"
"5870","36128","CG12338","CG12338","FBgn0033543"
"5871","36126","CG12309","CG12309","FBgn0033542"
"5872","36124","CG12934","CG12934","FBgn0033541"
"5873","36122","Git","CG16728","FBgn0033539"
"5874","36121","CG11883","CG11883","FBgn0033538"
"5875","36111","CG17765","CG17765","FBgn0033529"
"5876","36110","trsn","CG11761","FBgn0033528"
"5877","36108","CG11777","CG11777","FBgn0033527"
"5878","36105","Cyp49a1","CG18377","FBgn0033524"
"5879","36103","CG12895","CG12895","FBgn0033523"
"5880","36101","CG12896","CG12896","FBgn0033521"
"5881","246663","Prx2540-1","CG12405","FBgn0033520"
"5882","36099","CG11825","CG11825","FBgn0033519"
"5883","36098","Prx2540-2","CG11765","FBgn0033518"
"5884","36095","Ir47a","CG12900","FBgn0033515"
"5885","36092","CG12902","CG12902","FBgn0033512"
"5886","36087","CG12909","CG12909","FBgn0033507"
"5887","36084","CAP","CG18408","FBgn0033504"
"5888","36082","CG12910","CG12910","FBgn0033502"
"5889","36081","CG12911","CG12911","FBgn0033501"
"5890","36078","CG12914","CG12914","FBgn0033499"
"5891","36077","CG12209","CG12209","FBgn0033498"
"5892","36071","KCNQ","CG33135","FBgn0033494"
"5893","36068","CG18011","CG18011","FBgn0033491"
"5894","36065","CG12917","CG12917","FBgn0033490"
"5895","36061","CG11866","CG11866","FBgn0033486"
"5896","36058","CG1381","CG1381","FBgn0033485"
"5897","36056","CG2269","CG2269","FBgn0033484"
"5898","36054","egr","CG12919","FBgn0033483"
"5899","36053","CG1371","CG1371","FBgn0033482"
"5900","36052","CG12920","CG12920","FBgn0033481"
"5901","36050","mRpL42","CG12921","FBgn0033480"
"5902","36049","CG2292","CG2292","FBgn0033479"
"5903","36045","CG18445","CG18445","FBgn0033476"
"5904","36044","CG12129","CG12129","FBgn0033475"
"5905","36043","CG1407","CG1407","FBgn0033474"
"5906","36042","CG12128","CG12128","FBgn0033473"
"5907","36038","CG12134","CG12134","FBgn0033471"
"5908","36035","CG1418","CG1418","FBgn0033468"
"5909","36033","CG12130","CG12130","FBgn0033466"
"5910","36031","CG12140","CG12140","FBgn0033465"
"5911","36029","CG1441","CG1441","FBgn0033464"
"5912","36026","CG12923","CG12923","FBgn0033461"
"5913","36025","sec24","CG1472","FBgn0033460"
"5914","36024","CG12744","CG12744","FBgn0033459"
"5915","36023","CG18446","CG18446","FBgn0033458"
"5916","36019","CG1671","CG1671","FBgn0033454"
"5917","36016","CG1667","CG1667","FBgn0033453"
"5918","36014","CG1665","CG1665","FBgn0033451"
"5919","36013","Lsm11","CG12924","FBgn0033450"
"5920","36011","CG1623","CG1623","FBgn0033448"
"5921","36010","CG1625","CG1625","FBgn0033447"
"5922","36009","CG1648","CG1648","FBgn0033446"
"5923","36006","CG1698","CG1698","FBgn0033443"
"5924","36004","CG1690","CG1690","FBgn0033442"
"5925","35999","CG1773","CG1773","FBgn0033439"
"5926","35996","CG12926","CG12926","FBgn0033437"
"5927","35993","CG1902","CG1902","FBgn0033434"
"5928","35989","CG1827","CG1827","FBgn0033431"
"5929","35987","CG12929","CG12929","FBgn0033429"
"5930","35986","Updo","CG1818","FBgn0033428"
"5931","35985","CG1868","CG1868","FBgn0033427"
"5932","35984","CG1814","CG1814","FBgn0033426"
"5933","35979","CG1888","CG1888","FBgn0033421"
"5934","35969","prel","CG8806","FBgn0033413"
"5935","35956","Myd88","CG2078","FBgn0033402"
"5936","35953","CG1968","CG1968","FBgn0033401"
"5937","35952","CG2063","CG2063","FBgn0033400"
"5938","35948","Cyp4p3","CG10843","FBgn0033397"
"5939","35946","Cyp4p2","CG1944","FBgn0033395"
"5940","35943","CG8027","CG8027","FBgn0033392"
"5941","35941","CG8026","CG8026","FBgn0033391"
"5942","35937","Rad51C","CG2412","FBgn0033389"
"5943","35936","CG8046","CG8046","FBgn0033388"
"5944","35935","CG8008","CG8008","FBgn0033387"
"5945","35930","Hydr1","CG8058","FBgn0033382"
"5946","35928","CG11784","CG11784","FBgn0033381"
"5947","35926","Phax","CG8069","FBgn0033380"
"5948","35925","Mys45A","CG8070","FBgn0033379"
"5949","35924","tsu","CG8781","FBgn0033378"
"5950","35923","Pmm45A","CG8073","FBgn0033377"
"5951","35921","CG8777","CG8777","FBgn0033376"
"5952","35920","CG8078","CG8078","FBgn0033375"
"5953","35919","CG13741","CG13741","FBgn0033374"
"5954","35918","CG8080","CG8080","FBgn0033373"
"5955","35916","CG13742","CG13742","FBgn0033372"
"5956","35915","CG11778","CG11778","FBgn0033371"
"5957","35911","CG13743","CG13743","FBgn0033368"
"5958","35910","CG8193","CG8193","FBgn0033367"
"5959","35909","Ance-4","CG8196","FBgn0033366"
"5960","35908","CG8170","CG8170","FBgn0033365"
"5961","35907","CG13747","CG13747","FBgn0033364"
"5962","35905","CG8172","CG8172","FBgn0033362"
"5963","35902","CG8213","CG8213","FBgn0033359"
"5964","35901","CG8216","CG8216","FBgn0033358"
"5965","35899","Tom7","CG8226","FBgn0033357"
"5966","35898","CG8229","CG8229","FBgn0033356"
"5967","35895","CG13745","CG13745","FBgn0033354"
"5968","35893","CG8232","CG8232","FBgn0033352"
"5969","35892","CG8235","CG8235","FBgn0033351"
"5970","35891","CG8237","CG8237","FBgn0033350"
"5971","35890","CG8243","CG8243","FBgn0033349"
"5972","35889","CG8247","CG8247","FBgn0033348"
"5973","35888","CG8248","CG8248","FBgn0033347"
"5974","35884","CG8252","CG8252","FBgn0033344"
"5975","35882","CG8258","CG8258","FBgn0033342"
"5976","35880","MrgBP","CG13746","FBgn0033341"
"5977","35877","sec31","CG8266","FBgn0033339"
"5978","35875","CG8272","CG8272","FBgn0033337"
"5979","35867","CG8746","CG8746","FBgn0033330"
"5980","35861","PGRP-SC1b","CG8577","FBgn0033327"
"5981","35857","CG12376","CG12376","FBgn0033323"
"5982","35855","CG8738","CG8738","FBgn0033321"
"5983","35854","CG8586","CG8586","FBgn0033320"
"5984","35850","CG8635","CG8635","FBgn0033317"
"5985","35849","CG14749","CG14749","FBgn0033316"
"5986","35846","Cirl","CG8639","FBgn0033313"
"5987","35842","CG8735","CG8735","FBgn0033309"
"5988","35841","CG8736","CG8736","FBgn0033308"
"5989","35840","CG14752","CG14752","FBgn0033307"
"5990","35837","Cyp6a13","CG2397","FBgn0033304"
"5991","35827","CG8693","CG8693","FBgn0033294"
"5992","35821","Cyp4ad1","CG2110","FBgn0033292"
"5993","35814","CG2121","CG2121","FBgn0033289"
"5994","35812","CG8701","CG8701","FBgn0033287"
"5995","35811","CG2127","CG2127","FBgn0033286"
"5996","35810","CG18449","CG18449","FBgn0033285"
"5997","35805","CG12126","CG12126","FBgn0033280"
"5998","35804","CG2291","CG2291","FBgn0033279"
"5999","35798","CG14756","CG14756","FBgn0033275"
"6000","35797","CG14757","CG14757","FBgn0033274"
"6001","35795","CG2183","CG2183","FBgn0033273"
"6002","35793","RagC","CG8707","FBgn0033272"
"6003","35792","CG8708","CG8708","FBgn0033271"
"6004","35789","Obp44a","CG2297","FBgn0033268"
"6005","35786","Socs44A","CG2160","FBgn0033266"
"6006","35785","coilin","CG8710","FBgn0033265"
"6007","35784","CG2158","CG2158","FBgn0033264"
"6008","35781","CG18316","CG18316","FBgn0033261"
"6009","35780","cul-4","CG8711","FBgn0033260"
"6010","35778","CG8712","CG8712","FBgn0033258"
"6011","35777","CG8713","CG8713","FBgn0033257"
"6012","35770","CG12769","CG12769","FBgn0033252"
"6013","35768","CG14762","CG14762","FBgn0033250"
"6014","35765","CG11191","CG11191","FBgn0033249"
"6015","35763","CG11196","CG11196","FBgn0033248"
"6016","35761","CG11198","CG11198","FBgn0033246"
"6017","35758","CG8726","CG8726","FBgn0033244"
"6018","35757","CG14763","CG14763","FBgn0033243"
"6019","35754","CG2915","CG2915","FBgn0033241"
"6020","35753","CG2906","CG2906","FBgn0033240"
"6021","35751","CG11165","CG11165","FBgn0033238"
"6022","35749","CG14764","CG14764","FBgn0033236"
"6023","35748","CG8728","CG8728","FBgn0033235"
"6024","35745","CG8791","CG8791","FBgn0033234"
"6025","35744","Kdm4A","CG15835","FBgn0033233"
"6026","35741","CG12159","CG12159","FBgn0033232"
"6027","35737","CG12822","CG12822","FBgn0033229"
"6028","35733","CG1882","CG1882","FBgn0033226"
"6029","35730","CG1553","CG1553","FBgn0033224"
"6030","35727","CG12824","CG12824","FBgn0033222"
"6031","35726","CG12825","CG12825","FBgn0033221"
"6032","35720","CG1946","CG1946","FBgn0033216"
"6033","35719","CG1942","CG1942","FBgn0033215"
"6034","35718","CG1941","CG1941","FBgn0033214"
"6035","35715","CG1399","CG1399","FBgn0033212"
"6036","35713","U2A","CG1406","FBgn0033210"
"6037","35712","CG12107","CG12107","FBgn0033209"
"6038","35711","mRpL52","CG1577","FBgn0033208"
"6039","35709","CG12042","CG12042","FBgn0033206"
"6040","35708","CG2064","CG2064","FBgn0033205"
"6041","35707","CG2065","CG2065","FBgn0033204"
"6042","35706","CG2070","CG2070","FBgn0033203"
"6043","35702","CG17985","CG17985","FBgn0033199"
"6044","35697","CG1358","CG1358","FBgn0033196"
"6045","35695","CG1360","CG1360","FBgn0033195"
"6046","35693","Vps13","CG2093","FBgn0033194"
"6047","35690","CG1598","CG1598","FBgn0033191"
"6048","35689","CG2137","CG2137","FBgn0033190"
"6049","35687","CG1600","CG1600","FBgn0033188"
"6050","35685","CG2144","CG2144","FBgn0033187"
"6051","35684","CG1602","CG1602","FBgn0033186"
"6052","35683","CG1603","CG1603","FBgn0033185"
"6053","35681","CG12736","CG12736","FBgn0033184"
"6054","35678","CG1620","CG1620","FBgn0033183"
"6055","35673","CG11127","CG11127","FBgn0033178"
"6056","35672","CG11141","CG11141","FBgn0033177"
"6057","35669","CG11125","CG11125","FBgn0033174"
"6058","35665","sPLA2","CG11124","FBgn0033170"
"6059","35663","CG11145","CG11145","FBgn0033168"
"6060","35660","Eaf","CG11166","FBgn0033166"
"6061","35659","CG11113","CG11113","FBgn0033165"
"6062","35658","CG11112","CG11112","FBgn0033164"
"6063","35654","CG11107","CG11107","FBgn0033160"
"6064","35652","Dscam","CG17800","FBgn0033159"
"6065","35651","CG12164","CG12164","FBgn0033158"
"6066","35648","CG1845","CG1845","FBgn0033155"
"6067","35646","Gadd45","CG11086","FBgn0033153"
"6068","35641","CG11060","CG11060","FBgn0033149"
"6069","35629","Tsp42Er","CG12837","FBgn0033139"
"6070","35628","Tsp42Eq","CG12832","FBgn0033138"
"6071","35626","Tsp42Ep","CG4471","FBgn0033137"
"6072","35625","Tsp42Eo","CG12838","FBgn0033136"
"6073","35624","Tsp42En","CG12839","FBgn0033135"
"6074","35622","Tsp42El","CG12840","FBgn0033134"
"6075","35620","Tsp42Ej","CG12143","FBgn0033132"
"6076","35618","Tsp42Ei","CG12843","FBgn0033130"
"6077","35617","Tsp42Eh","CG12844","FBgn0033129"
"6078","35616","Tsp42Eg","CG12142","FBgn0033128"
"6079","35615","Tsp42Ef","CG12845","FBgn0033127"
"6080","35612","Tsp42Ec","CG12847","FBgn0033124"
"6081","35610","CG17002","CG17002","FBgn0033122"
"6082","35608","Cyp6u1","CG3567","FBgn0033121"
"6083","35604","CG3358","CG3358","FBgn0033117"
"6084","35602","CG9460","CG9460","FBgn0033115"
"6085","35600","CG9455","CG9455","FBgn0033113"
"6086","35595","CG15236","CG15236","FBgn0033108"
"6087","35591","CG15237","CG15237","FBgn0033104"
"6088","35586","CG9436","CG9436","FBgn0033101"
"6089","35579","ZIP1","CG9428","FBgn0033096"
"6090","35578","CG3409","CG3409","FBgn0033095"
"6091","35575","CG3270","CG3270","FBgn0033093"
"6092","35574","CG9422","CG9422","FBgn0033092"
"6093","35570","CG3271","CG3271","FBgn0033088"
"6094","35568","CG9410","CG9410","FBgn0033086"
"6095","35568","CG9410","CG15908","FBgn0033085"
"6096","35567","CG15908","CG15908","FBgn0033085"
"6097","35563","geminin","CG3183","FBgn0033081"
"6098","35561","Fmo-2","CG3174","FBgn0033079"
"6099","35554","Pld","CG12110","FBgn0033075"
"6100","35553","tomboy40","CG8330","FBgn0033074"
"6101","35550","CG17994","CG17994","FBgn0033072"
"6102","35545","CG11211","CG11211","FBgn0033067"
"6103","35543","Cyp6w1","CG8345","FBgn0033065"
"6104","35541","CG14589","CG14589","FBgn0033063"
"6105","35539","CG7843","CG7843","FBgn0033062"
"6106","35538","CG14590","CG14590","FBgn0033061"
"6107","35536","CG7845","CG7845","FBgn0033059"
"6108","35535","CG14593","CG14593","FBgn0033058"
"6109","35532","CG7861","CG7861","FBgn0033055"
"6110","35531","CG14591","CG14591","FBgn0033054"
"6111","35529","SCAP","CG33131","FBgn0033052"
"6112","35528","dream","CG7863","FBgn0033051"
"6113","35527","PNGase","CG7865","FBgn0033050"
"6114","35521","CG7881","CG7881","FBgn0033048"
"6115","35511","CG7791","CG7791","FBgn0033038"
"6116","35505","scarface","CG11066","FBgn0033033"
"6117","35504","CG1298","CG1298","FBgn0033032"
"6118","35503","CG8245","CG8245","FBgn0033031"
"6119","35501","l(2)NC136","CG8426","FBgn0033029"
"6120","35499","CG11665","CG11665","FBgn0033028"
"6121","35498","TpnC4","CG12408","FBgn0033027"
"6122","35492","CG10417","CG10417","FBgn0033021"
"6123","35491","CG10396","CG10396","FBgn0033020"
"6124","35490","CG10395","CG10395","FBgn0033019"
"6125","35488","CG10465","CG10465","FBgn0033017"
"6126","35485","d4","CG2682","FBgn0033015"
"6127","35480","Atf6","CG3136","FBgn0033010"
"6128","35475","CG3107","CG3107","FBgn0033005"
"6129","3355132","CG14464","CG14464","FBgn0033000"
"6130","3355138","CG17486","CG17486","FBgn0032997"
"6131","35454","Tif-IA","CG3278","FBgn0032988"
"6132","35453","RpL21","CG12775","FBgn0032987"
"6133","35447","CG3635","CG3635","FBgn0032981"
"6134","35445","CG1832","CG1832","FBgn0032979"
"6135","35440","CG3651","CG3651","FBgn0032974"
"6136","35439","CG6675","CG6675","FBgn0032973"
"6137","35437","ttm3","CG6691","FBgn0032971"
"6138","35434","CG11634","CG11634","FBgn0032968"
"6139","35432","CG1421","CG1421","FBgn0032966"
"6140","35426","CG1416","CG1416","FBgn0032961"
"6141","35421","CG2225","CG2225","FBgn0032957"
"6142","35420","cul-2","CG1512","FBgn0032956"
"6143","35417","CG2201","CG2201","FBgn0032955"
"6144","35411","CG3305","CG3305","FBgn0032949"
"6145","35408","nrv3","CG8663","FBgn0032946"
"6146","35407","CG8665","CG8665","FBgn0032945"
"6147","35405","Tsp39D","CG8666","FBgn0032943"
"6148","35402","Mio","CG18362","FBgn0032940"
"6149","35400","CG8671","CG8671","FBgn0032938"
"6150","35396","CG8678","CG8678","FBgn0032935"
"6151","35390","Mcm10","CG9241","FBgn0032929"
"6152","35386","CG9246","CG9246","FBgn0032925"
"6153","35385","CG9247","CG9247","FBgn0032924"
"6154","35384","CG9248","CG9248","FBgn0032923"
"6155","35383","CG9249","CG9249","FBgn0032922"
"6156","35382","Mpp6","CG9250","FBgn0032921"
"6157","35379","CG9253","CG9253","FBgn0032919"
"6158","35375","CG9257","CG9257","FBgn0032916"
"6159","35374","CG12050","CG12050","FBgn0032915"
"6160","35372","CG9259","CG9259","FBgn0032913"
"6161","35370","tadr","CG9264","FBgn0032911"
"6162","35369","CG9265","CG9265","FBgn0032910"
"6163","35366","CG9270","CG9270","FBgn0032908"
"6164","35364","RPA2","CG9273","FBgn0032906"
"6165","35359","CG9339","CG9339","FBgn0032901"
"6166","35358","CG14401","CG14401","FBgn0032900"
"6167","35357","CG9338","CG9338","FBgn0032899"
"6168","35355","CG9336","CG9336","FBgn0032897"
"6169","35354","CG14400","CG14400","FBgn0032896"
"6170","35353","CG9335","CG9335","FBgn0032895"
"6171","35352","CG14402","CG14402","FBgn0032894"
"6172","35347","CG9331","CG9331","FBgn0032889"
"6173","35344","CG9328","CG9328","FBgn0032886"
"6174","35342","Pomp","CG9324","FBgn0032884"
"6175","35339","CG9323","CG9323","FBgn0032883"
"6176","35338","ns4","CG9320","FBgn0032882"
"6177","35337","CG9319","CG9319","FBgn0032881"
"6178","35335","CG9318","CG9318","FBgn0032880"
"6179","35334","CG9317","CG9317","FBgn0032879"
"6180","35333","CG9316","CG9316","FBgn0032878"
"6181","35331","CG2617","CG2617","FBgn0032877"
"6182","35330","CG1962","CG1962","FBgn0032876"
"6183","35326","CG2614","CG2614","FBgn0032873"
"6184","35324","CG2611","CG2611","FBgn0032871"
"6185","35323","CG2608","CG2608","FBgn0032870"
"6186","35321","CG17470","CG17470","FBgn0032869"
"6187","35320","CG17472","CG17472","FBgn0032868"
"6188","35319","CG15475","CG15475","FBgn0032867"
"6189","35316","CG2493","CG2493","FBgn0032864"
"6190","35315","cdc23","CG2508","FBgn0032863"
"6191","35311","Arc-p34","CG10954","FBgn0032859"
"6192","35310","CG10949","CG10949","FBgn0032858"
"6193","35309","CG10947","CG10947","FBgn0032857"
"6194","35308","CG16798","CG16798","FBgn0032856"
"6195","35299","mRpS18B","CG10757","FBgn0032849"
"6196","35298","CG10722","CG10722","FBgn0032848"
"6197","35297","Taf13","CG10756","FBgn0032847"
"6198","35295","CG10747","CG10747","FBgn0032845"
"6199","35291","CG10730","CG10730","FBgn0032843"
"6200","35286","sNPF","CG13968","FBgn0032840"
"6201","35282","CG10680","CG10680","FBgn0032836"
"6202","35281","CG16772","CG16772","FBgn0032835"
"6203","35279","CG10664","CG10664","FBgn0032833"
"6204","35268","CG10466","CG10466","FBgn0032822"
"6205","35267","CdGAPr","CG10538","FBgn0032821"
"6206","35265","fbp","CG31692","FBgn0032820"
"6207","35264","CG10463","CG10463","FBgn0032819"
"6208","35263","CG10628","CG10628","FBgn0032818"
"6209","35262","CG10631","CG10631","FBgn0032817"
"6210","35261","Nf-YB","CG10447","FBgn0032816"
"6211","35260","CG10462","CG10462","FBgn0032815"
"6212","35258","CG10366","CG10366","FBgn0032814"
"6213","35256","CG10263","CG10263","FBgn0032812"
"6214","35255","CG10268","CG10268","FBgn0032811"
"6215","35252","CG13077","CG13077","FBgn0032810"
"6216","35247","CG10337","CG10337","FBgn0032805"
"6217","35244","CG13082","CG13082","FBgn0032803"
"6218","35242","CG10165","CG10165","FBgn0032801"
"6219","35241","CG10137","CG10137","FBgn0032800"
"6220","35239","CG10132","CG10132","FBgn0032798"
"6221","35238","CG10186","CG10186","FBgn0032797"
"6222","35237","CG10188","CG10188","FBgn0032796"
